#space multi word dictionary extracted by Monika Sharma. Formatted by Roja (26-01-2016)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#          4) If last word is not punctuation then treated last word as head
#             or else treated last but one word as head
#################################################################################
a._c._conductivity	e.sI._cAlakawA#e.sI._cAlakawA#noun#3#RM
helium_magnetometer	hIliyama_cuMbakawvamApI#hIliyama_cuMbakawvamApI#noun#2#RM
hermite_polynomial	harmAita_bahupaxa#harmAita_bahupaxa#noun#2#RM
herringbone_pattern	heriMgabona_ciwrAma#heriMgabona_ciwrAma#noun#2#RM
herschel_effect	harSela_praBAva#harSela_praBAva#noun#2#RM
hertzian_dipole	hartjZiyana_dAipola#hartjZiyana_dAipola#noun#2#RM
heterodyne_detection	hetarodAina_saMsUcana#hetarodAina_saMsUcana#noun#2#RM
heterogeneous_radiation_hexadecimal	solava/RodaSa_AXArI/RodaSamalava#solava/RodaSa_AXArI/RodaSamalava#noun#3#RM
hexaform_grain	grena/RatkoNI_xAnA#grena/RatkoNI_xAnA#noun#2#RM
high-resolution_imagery	ucca-viBexana_prawibimbkiI#ucca-viBexana_prawibimbkiI#noun#2#RM
high_altitude_balloon	ucca_wuMgawA_bElUna#ucca_wuMgawA_bElUna#noun#3#RM
high_altitude_nozzle	ucca_wuMgawA_noYjZala#ucca_wuMgawA_noYjZala#noun#3#RM
high_altitude_test	ucca_wuMgawA_parIkRaNa#ucca_wuMgawA_parIkRaNa#noun#3#RM
high_density_digital_tape_(_hddt_)	ucca_saGanawA_aMkIya_PZIwA#ucca_saGanawA_aMkIya_PZIwA#noun#6#RM
high_density_tape_recorder	ucca_saGanawA_PZIwA_aBileKiwra#ucca_saGanawA_PZIwA_aBileKiwra#noun#4#RM
high_explosive	prabala_visPotaka#prabala_visPotaka#noun#2#RM
high_frequency	ucca_Avqwwi#ucca_Avqwwi#noun#2#RM
high_frequency_combustion	ucca_Avqwwi_xahana#ucca_Avqwwi_xahana#noun#3#RM
high_frequency_distortion	ucca_Avqwwi_virUpaNa#ucca_Avqwwi_virUpaNa#noun#3#RM
high_frequency_heating	ucca_Avqwwi_wApana#ucca_Avqwwi_wApana#noun#3#RM
high_frequency_instability	ucca_Avqwwi_asWAyiwva/caMcalawA/cAMcalya#ucca_Avqwwi_asWAyiwva/caMcalawA/cAMcalya#noun#3#RM
high_frequency_interference	ucca_Avqwwi_vyawikaraNa#ucca_Avqwwi_vyawikaraNa#noun#3#RM
high_frequency_oscillation	ucca_Avqwwi_xolana#ucca_Avqwwi_xolana#noun#3#RM
high_frequency_response	ucca_Avqwwi_anukriyA#ucca_Avqwwi_anukriyA#noun#3#RM
high_frequency_separator	ucca_Avqwwi_pqWakkArI#ucca_Avqwwi_pqWakkArI#noun#3#RM
high_frequencyregeneration	uccAvqwwi_punarjanana#uccAvqwwi_punarjanana#noun#2#RM
high_gain_reflector_type_antenna	ucca_labXi_parAvarwaka_prakAra_EntenA#ucca_labXi_parAvarwaka_prakAra_EntenA#noun#5#RM
high_informationdensity	ucca_sUcanA_saGanawA#ucca_sUcanA_saGanawA#noun#2#RM
high_pass_filter	ucca_Avqwwi_pAraka_PZiltara#ucca_Avqwwi_pAraka_PZiltara#noun#3#RM
high_polymer	ucca_bahulaka#ucca_bahulaka#noun#2#RM
high_power_amplifier_(_hpa_)	ucca_Sakwi_pravarXaka#ucca_Sakwi_pravarXaka#noun#5#RM
high_power_cable	ucca_Sakwi_kebala#ucca_Sakwi_kebala#noun#3#RM
high_power_filter	ucca_Sakwi_PZiltara#ucca_Sakwi_PZiltara#noun#3#RM
high_precision	ucca_pariSuxXawA#ucca_pariSuxXawA#noun#2#RM
high_pressure_gauge	ucca_xAba_pramApI#ucca_xAba_pramApI#noun#3#RM
high_pressure_laminate	ucca_xAba_patala#ucca_xAba_patala#noun#3#RM
high_pressure_system	ucca_xAba_praNAlI#ucca_xAba_praNAlI#noun#3#RM
high_resolution_infrared_sounder	awi_viBexI_avarakwa_parijFApaka/bArIka_avarakwa_parijFApaka#awi_viBexI_avarakwa_parijFApaka/bArIka_avarakwa_parijFApaka#noun#4#RM
high_resolution_picture_transmission	awi_viBexI_ciwra_saMcaraNa#awi_viBexI_ciwra_saMcaraNa#noun#4#RM
high_speed	wIvra_cAla#wIvra_cAla#noun#2#RM
high_speed_flow	xruwa_pravAha#xruwa_pravAha#noun#3#RM
high_speed_kinetics	xruwa_balagawi#xruwa_balagawi#noun#3#RM
high_temperature	uwwApamiwi/ucca#uwwApamiwi/ucca#noun#2#RM
high_temperature_belt	ucca_wApa_katibaMXa#ucca_wApa_katibaMXa#noun#3#RM
high_temperature_gauge	ucca_wApa_pramApI#ucca_wApa_pramApI#noun#3#RM
high_tension	ucca_viBava/ucca_voltawA#ucca_viBava/ucca_voltawA#noun#2#RM
high_vacuum	ucca_nirvAwa#ucca_nirvAwa#noun#2#RM
higher_orbit	uccawara_kakRA_ucca_labXi_EntenA#uccawara_kakRA_ucca_labXi_EntenA#noun#2#RM
highgain_antenna_highlights	viSiRtiyAz#viSiRtiyAz#noun#3#RM
highly_oblique	awi_wiryak#awi_wiryak#noun#2#RM
highly_oblique_aerial	awi_wiryak#awi_wiryak#noun#3#RM
hinge_mount	hiMja_Aropiwa/mAuMta#hiMja_Aropiwa/mAuMta#noun#2#RM
hinged_thrust_chamber	hiMja_praNoxa_kakRa/cUla_praNoxa_kakRa#hiMja_praNoxa_kakRa/cUla_praNoxa_kakRa#noun#3#RM
histogram_equalisation	histogrAma_wulyakaraNa#histogrAma_wulyakaraNa#noun#2#RM
historical_data	EwihAsika_AzkadZe#EwihAsika_AzkadZe#noun#2#RM
hoffmann_transfer_orbit	hoYPamAna_sWAnAMwaraNa_kakRA#hoYPamAna_sWAnAMwaraNa_kakRA#noun#3#RM
hold_release	XAraNa_vimocana#XAraNa_vimocana#noun#2#RM
homing_aid	aBilakRyI_sahAya#aBilakRyI_sahAya#noun#2#RM
homing_antenna	aBilakRyI_EntenA#aBilakRyI_EntenA#noun#2#RM
homing_station	aBilakRyana_keMxra#aBilakRyana_keMxra#noun#2#RM
homodyne_detection	homodAina_saMsUcana#homodAina_saMsUcana#noun#2#RM
homogeneity_parameter	samAMgawA_prAcala#samAMgawA_prAcala#noun#2#RM
homogeneous_equilibrium	samAMga_sAmya/samAMgI_saMwulana#samAMga_sAmya/samAMgI_saMwulana#noun#2#RM
homogeneous_field	samAMga_kRewra#samAMga_kRewra#noun#2#RM
homogeneous_fluid	samAMga_warala#samAMga_warala#noun#2#RM
homogeneous_gravitational_field	samAMga_guruwvIya_kRewra#samAMga_guruwvIya_kRewra#noun#3#RM
homogeneous_immersion	samAMga_nimajjana#samAMga_nimajjana#noun#2#RM
homogeneous_medium	samAMga_mAXyama#samAMga_mAXyama#noun#2#RM
homogeneous_phase	samAMga_prAvasWA#samAMga_prAvasWA#noun#2#RM
homogeneous_propellant	samAMgI_noxaka#samAMgI_noxaka#noun#2#RM
homogeneous_radiation	samAMga_vikiraNa#samAMga_vikiraNa#noun#2#RM
homogeneous_reaction	samAMga_aBikriyA#samAMga_aBikriyA#noun#2#RM
homogeneous_solid	samAMga_Tosa/samAMga_piMda#samAMga_Tosa/samAMga_piMda#noun#2#RM
homogeneous_system	samaGAwa_nikAya/samAMgI_nikAya#samaGAwa_nikAya/samAMgI_nikAya#noun#2#RM
homogeneous_transformer	samAMgI_trAMsaPZArmara#samAMgI_trAMsaPZArmara#noun#2#RM
homogeneous_turbulence	samAMgI_prakRoBa#samAMgI_prakRoBa#noun#2#RM
honey_comb_coil	CawwAkAra_kuMdalI/CawwA_kuMdala#CawwAkAra_kuMdalI/CawwA_kuMdala#noun#3#RM
honeycomb_structure	CawwAkAra_saMracanA#CawwAkAra_saMracanA#noun#2#RM
hook_up_wire	pASa_wAra#pASa_wAra#noun#3#RM
horizontal_bars	kREwija_XArI#kREwija_XArI#noun#2#RM
horizontal_blanking	kREwija_lopana#kREwija_lopana#noun#2#RM
horizontal_displacement	kREwija_visWApana#kREwija_visWApana#noun#2#RM
horizontal_drive	kREwija_paricAlana#kREwija_paricAlana#noun#2#RM
horizontal_driver	kREwija_paricAlaka#kREwija_paricAlaka#noun#2#RM
horizontal_firing	kREwija_xAga#kREwija_xAga#noun#2#RM
horizontal_flight	kREwija_udZAna#kREwija_udZAna#noun#2#RM
horizontal_hold_control	kREwija_niyaMwraNa#kREwija_niyaMwraNa#noun#3#RM
horizontal_retrace	kREwija_prawiXAva#kREwija_prawiXAva#noun#2#RM
horizontal_thrust	kREwija_praNoxa#kREwija_praNoxa#noun#2#RM
horizontal_tracker	kREwija_anupaWa_sUcaka/kRiwija_nirXAraka#kREwija_anupaWa_sUcaka/kRiwija_nirXAraka#noun#2#RM
horizontal_visibility	kREwija_xqSyawA#kREwija_xqSyawA#noun#2#RM
horn_feed	SqMga_BaranI/siMgABaranI#SqMga_BaranI/siMgABaranI#noun#2#RM
horse_power	aSva_Sakwi/hArsa_pAvara#aSva_Sakwi/hArsa_pAvara#noun#2#RM
hot_air_engine	wapwa-SIwa_kakRa#wapwa-SIwa_kakRa#noun#3#RM
hot_and_cold_chamber	wapwa_evaM_SIwa_kakRa#wapwa_evaM_SIwa_kakRa#noun#4#RM
hot_and_cold_soak_test	uRNa-SIwa_sikwana_parIkRaNa#uRNa-SIwa_sikwana_parIkRaNa#noun#5#RM
hot_firing	wapwa_xAga#wapwa_xAga#noun#2#RM
hot_gas_welding	wapwa_gEsa_veldana#wapwa_gEsa_veldana#noun#3#RM
hot_soak_test	uRNa_sikwana_parIkRaNa#uRNa_sikwana_parIkRaNa#noun#3#RM
hot_spot	wapwa_sWala#wapwa_sWala#noun#2#RM
hot_spot_formation	wapwa_sWala_nirmANa#wapwa_sWala_nirmANa#noun#3#RM
hot_stage_metallography	wapwa_avasWA_XAwu_ciwraNa#wapwa_avasWA_XAwu_ciwraNa#noun#3#RM
hot_stamping	wapwa_muxrAMkana#wapwa_muxrAMkana#noun#2#RM
hot_wire_ignition	wapwa_wAra_prajvalana#wapwa_wAra_prajvalana#noun#3#RM
hot_wire_stripper	wapwa_wAra_CIlaka#wapwa_wAra_CIlaka#noun#3#RM
hour_angle	horA_koNa#horA_koNa#noun#2#RM
house_keeping_equipment	saMrakRaNa_upakaraNa#saMrakRaNa_upakaraNa#noun#3#RM
hubbles_constant	habala_sWirAMka#habala_sWirAMka#noun#2#RM
hue_sensitivity	varNa_saMvexanaSIlawA/varNa_sugrAhiwA#varNa_saMvexanaSIlawA/varNa_sugrAhiwA#noun#2#RM
human_response	mAnava_anukriyA#mAnava_anukriyA#noun#2#RM
hunting_radar	KojI_radAra#KojI_radAra#noun#2#RM
hybrid_mode	saMkara_viXA#saMkara_viXA#noun#2#RM
hybrid_propellantcombustion	saMkara_noxaka_xahana#saMkara_noxaka_xahana#noun#2#RM
hybrid_rocket	saMkara_rAketa#saMkara_rAketa#noun#2#RM
hybrid_rocket_engine	saMkara_rAketa_iMjana#saMkara_rAketa_iMjana#noun#3#RM
hydraulic_jack	xravacAliwa_jEka/calaxrava_jEka#xravacAliwa_jEka/calaxrava_jEka#noun#2#RM
hydraulic_mixture_ratio	xravacAliwa_miSraNa_anupAwa#xravacAliwa_miSraNa_anupAwa#noun#3#RM
hydraulic_press	xravacAliwa_xAbaka/calaxrava_xAbaka#xravacAliwa_xAbaka/calaxrava_xAbaka#noun#2#RM
hydraulic_radius	calaxrava_wrijyA#calaxrava_wrijyA#noun#2#RM
hydraulic_resistance	calaxrava_prawiroXa#calaxrava_prawiroXa#noun#2#RM
hydro_burst	xrava_praXAra_prasPota#xrava_praXAra_prasPota#noun#2#RM
hydro_geomorphology	jalIya-BUAkqwikI#jalIya-BUAkqwikI#noun#2#RM
hydro_oscillator	xravI_xoliwra#xravI_xoliwra#noun#2#RM
hydro_softner	jala_mqxukAraka#jala_mqxukAraka#noun#2#RM
hydrochloric_acid	hAidroklorika_amla#hAidroklorika_amla#noun#2#RM
hydrodynamic_pressure	xravagawikIya_xAba_xravagawikI/xravagawi#xravagawikIya_xAba_xravagawikI/xravagawi#noun#2#RM
hydrofluoric_acid	hAidroPZlorika_amla#hAidroPZlorika_amla#noun#2#RM
hydrogen_bromide	hAidrojana_bromAida#hAidrojana_bromAida#noun#2#RM
hydrogen_chloride	hAidrojana_klorAida#hAidrojana_klorAida#noun#2#RM
hydrogen_cyanide	hAidrojana_sAinAida#hAidrojana_sAinAida#noun#2#RM
hydrogen_embrittlement	hAidrojana_BaMgurawA#hAidrojana_BaMgurawA#noun#2#RM
hydrogen_iodide	hAidrojana_AyodAida#hAidrojana_AyodAida#noun#2#RM
hydrogen_peroxide	hAidrojana_perAksAida#hAidrojana_perAksAida#noun#2#RM
hydrogen_sulphide	hAidrojana_salPZAida#hAidrojana_salPZAida#noun#2#RM
hydrospace_detection	aMwarjalIya_saMsUcana#aMwarjalIya_saMsUcana#noun#2#RM
hydrostatic_liquid_level_meter	xravasWEwika_xrava_swaramApI#xravasWEwika_xrava_swaramApI#noun#4#RM
hydrothermal_crystal_growth	jaloRma_kristala_varXana/jaloRma_maNiBa_varXana#jaloRma_kristala_varXana/jaloRma_maNiBa_varXana#noun#3#RM
hyper_geometric	hAipara_jyAmetrika#hAipara_jyAmetrika#noun#2#RM
hyper_panchromatic	awi_sArvavarNI#awi_sArvavarNI#noun#2#RM
hyper_sensitive	awi_saMvexanaSIla#awi_saMvexanaSIla#noun#2#RM
hyperbolic_function	awiparavalayika_Palana#awiparavalayika_Palana#noun#2#RM
hyperbolic_velocity	awiparavalayika_vega#awiparavalayika_vega#noun#2#RM
hypergolic_ignition	sparSa_jvalana#sparSa_jvalana#noun#2#RM
hypergolic_liquid	sparSajvalI_xrava#sparSajvalI_xrava#noun#2#RM
hypersonic_similarity	awiXvanika_samarUpawA#awiXvanika_samarUpawA#noun#2#RM
hypothesis_test	parikalpanA_parIkRaNa#parikalpanA_parIkRaNa#noun#2#RM
hysteresis_loop	SEWilya_pASa#SEWilya_pASa#noun#2#RM
hysteresis_motor	histerisisa_motara#histerisisa_motara#noun#2#RM
ideal_burning	AxarSa_jvalana#AxarSa_jvalana#noun#2#RM
ideal_gas	AxarSa_gEsa#AxarSa_gEsa#noun#2#RM
ideal_integrator	AxarSa_samAkalaka#AxarSa_samAkalaka#noun#2#RM
ideal_material	AxarSa_xravya/AxarSa_paxArWa#AxarSa_xravya/AxarSa_paxArWa#noun#2#RM
ideal_solution	AxarSa_vilayana/AxarSa_Gola#AxarSa_vilayana/AxarSa_Gola#noun#2#RM
ideal_temperature	AxarSa_wApamAna#AxarSa_wApamAna#noun#2#RM
ideal_thrust_chamber	AxarSa_praNoxa_kakRa#AxarSa_praNoxa_kakRa#noun#3#RM
ideal_transformer	AxarSa_trAMsaPZArmara/AxarSa_parivarwaka#AxarSa_trAMsaPZArmara/AxarSa_parivarwaka#noun#2#RM
ideal_velocity	AxarSa_vega#AxarSa_vega#noun#2#RM
identity_matrix	wawsamaka_AvyUha#wawsamaka_AvyUha#noun#2#RM
idler_frequency	alasaka_Avqwwi/TAla_Avqwwi#alasaka_Avqwwi/TAla_Avqwwi#noun#2#RM
igniter_cable	prajvAlaka_kebala#prajvAlaka_kebala#noun#2#RM
igniter_charge	prajvAlaka_cArja/prajvAlaka_AveSa#prajvAlaka_cArja/prajvAlaka_AveSa#noun#2#RM
igniter_closure	prajvAlaka_nimIlikA/prajvAla_kRepa#prajvAlaka_nimIlikA/prajvAla_kRepa#noun#2#RM
igniter_delay	prajvAlaka_vilaMba#prajvAlaka_vilaMba#noun#2#RM
igniter_tester	prajvAlaka_parIkRiwra/prajvAlaka_testara#prajvAlaka_parIkRiwra/prajvAlaka_testara#noun#2#RM
ignition_interval	prajvAla_aMwarAla/prajvAlAMwara#prajvAla_aMwarAla/prajvAlAMwara#noun#2#RM
ignition_lag	prajvAla_paScawA#prajvAla_paScawA#noun#2#RM
ignition_pattern	prajvAlaka_prawirUpa/prajvAla_ciwrAma#prajvAlaka_prawirUpa/prajvAla_ciwrAma#noun#2#RM
ignition_peak	prajvala_SiKara#prajvala_SiKara#noun#2#RM
ignition_plane	prajvala_wala#prajvala_wala#noun#2#RM
ignition_pressure	prajvala_xAba#prajvala_xAba#noun#2#RM
ignition_propellant	prajvala_noxaka#prajvala_noxaka#noun#2#RM
ignition_system	prajvana_praNAlI/prajvala_waMwra#prajvana_praNAlI/prajvala_waMwra#noun#2#RM
ignition_temperature	prajvala_wApa#prajvala_wApa#noun#2#RM
ignition_time	prajvala_kAla#prajvala_kAla#noun#2#RM
illegal_address	avEXa_pawA#avEXa_pawA#noun#2#RM
image-based_remote_sensing	prawibiMba_AXAriwa_suxUra_saMvexana#prawibiMba_AXAriwa_suxUra_saMvexana#noun#3#RM
image_coincidence	prawibiMba_saMpAwa#prawibiMba_saMpAwa#noun#2#RM
image_display	prawibiMba_praxarSa#prawibiMba_praxarSa#noun#2#RM
image_dissector	prawibiMba_viBAjaka_Gataka#prawibiMba_viBAjaka_Gataka#noun#2#RM
image_elements	prawibiMba_avayava/prawibiMba_Gataka#prawibiMba_avayava/prawibiMba_Gataka#noun#2#RM
image_enhancement	prawibiMba_saMvqxXi#prawibiMba_saMvqxXi#noun#2#RM
image_format	prawibiMba_PZArmeta#prawibiMba_PZArmeta#noun#2#RM
image_frequency	prawibiMba_Avqwwi#prawibiMba_Avqwwi#noun#2#RM
image_fusion	prawibiMba_sammiSraNa#prawibiMba_sammiSraNa#noun#2#RM
image_impedance	prawibiMba_prawibAXA#prawibiMba_prawibAXA#noun#2#RM
image_junction	prawibiMba_saMXi#prawibiMba_saMXi#noun#2#RM
image_manipulation	prawibiMba_samaMjana#prawibiMba_samaMjana#noun#2#RM
image_motion_compensation_(_i.m.c._)	prawibiMba_gawi_prawipUraNa#prawibiMba_gawi_prawipUraNa#noun#5#RM
image_oriented_analysis	prawibiMba_AXArI_viSleRaNa#prawibiMba_AXArI_viSleRaNa#noun#3#RM
image_parameter	prawibiMba_prAcala#prawibiMba_prAcala#noun#2#RM
image_processing	prawibiMba_saMsAXana#prawibiMba_saMsAXana#noun#2#RM
image_rectification	prawibiMba_saMSoXana_prawibiMba_paMjIkaraNa#prawibiMba_saMSoXana_prawibiMba_paMjIkaraNa#noun#2#RM
image_registration	prawibiMba_upaleKana#prawibiMba_upaleKana#noun#2#RM
image_resolution	ciwra_viBexana#ciwra_viBexana#noun#2#RM
image_smoothing	prawibiMba_samakArI#prawibiMba_samakArI#noun#2#RM
image_transfer_function	prawibiMba_sWAnAMwara_Palana#prawibiMba_sWAnAMwara_Palana#noun#3#RM
immediate_access_storage	wAwkAlika_aBigama_saMcaya#wAwkAlika_aBigama_saMcaya#noun#3#RM
impact_ionization	saMGatta_Ayanana#saMGatta_Ayanana#noun#2#RM
impact_resistance	saMGatta_prawiroXa#saMGatta_prawiroXa#noun#2#RM
impact_strength	saMGatta_sAmarWya#saMGatta_sAmarWya#noun#2#RM
impact_test	saMGatta_parIkRaNa#saMGatta_parIkRaNa#noun#2#RM
impedance_chart	prawibAXA_cArta#prawibAXA_cArta#noun#2#RM
impedance_inverter	prawibAXA_prawIpaka/prawibAXA_inavartara#prawibAXA_prawIpaka/prawibAXA_inavartara#noun#2#RM
impedance_matching	prawibAXA_sumelana#prawibAXA_sumelana#noun#2#RM
impedance_matrix	prawibAXA_mEtriksa/prawibAXA_AvyUha#prawibAXA_mEtriksa/prawibAXA_AvyUha#noun#2#RM
impedance_measurement	prawibAXA_mApana/prawibAXA_mApa#prawibAXA_mApana/prawibAXA_mApa#noun#2#RM
impedance_ratio	prawibAXA_anupAwa#prawibAXA_anupAwa#noun#2#RM
impedance_transformer	prawibAXA_trAMsaPZArmara#prawibAXA_trAMsaPZArmara#noun#2#RM
impetus_value	saMvega_mAna#saMvega_mAna#noun#2#RM
impinging_stream	AGattana_XArA#AGattana_XArA#noun#2#RM
implicit_solution	aspaRta_hala#aspaRta_hala#noun#2#RM
impulse_cut_off	Avega_vicCexa#Avega_vicCexa#noun#3#RM
impulse_density	Avega_Ganawva#Avega_Ganawva#noun#2#RM
impulse_response	Avega_anukriyA#Avega_anukriyA#noun#2#RM
impulse_sealing	Avega_saMmuxraNa#Avega_saMmuxraNa#noun#2#RM
impulse_weight_ratio	Avega_BAra_anupAwa#Avega_BAra_anupAwa#noun#3#RM
impulsive_noise	Avega_rava#Avega_rava#noun#2#RM
in-situ_calibration	yaWAsWiwa_aMSAMkana#yaWAsWiwa_aMSAMkana#noun#2#RM
in-situ_position	yaWAsWiwi#yaWAsWiwi#noun#2#RM
inching_speed	aMguligamana_cAla#aMguligamana_cAla#noun#2#RM
incidence_of_disease	roga-prakopa#roga-prakopa#noun#3#RM
inclination_of_orbit	kakRA_nawi#kakRA_nawi#noun#3#RM
incoherent_detection	asaMbaxXa_saMsUcana#asaMbaxXa_saMsUcana#noun#2#RM
increased_directivity	saMvqxXa_xESikawA#saMvqxXa_xESikawA#noun#2#RM
independent_side_lobe_system	svASrayI_pArSvapAli_waMwra#svASrayI_pArSvapAli_waMwra#noun#4#RM
index_of_refraction	apavarwanAMka/AvarwanAMka_varwanAMka#apavarwanAMka/AvarwanAMka_varwanAMka#noun#3#RM
index_store	sUcakAMka_saMcaya#sUcakAMka_saMcaya#noun#2#RM
indicating_instrument	saMsUcana_yaMwra/sUcaka_yaMwra#saMsUcana_yaMwra/sUcaka_yaMwra#noun#2#RM
indirect_addressing	parokRa_pawABigamana#parokRa_pawABigamana#noun#2#RM
indoor_antenna	aMwa:_EntenA#aMwa:_EntenA#noun#2#RM
induced_electromotive_force	preraNa_vixyuwavAhaka_bala#preraNa_vixyuwavAhaka_bala#noun#3#RM
induction_furnace	preraNa_BattI#preraNa_BattI#noun#2#RM
inductive_circuit	preraNa_paripaWa#preraNa_paripaWa#noun#2#RM
inductive_discontinuity	preraNa_asAwawya#preraNa_asAwawya#noun#2#RM
inductive_iris	preraNa_CixrikA/preraNa_puwalI#preraNa_CixrikA/preraNa_puwalI#noun#2#RM
inelastic_buckling	aprawyAsWa_AkuMcana#aprawyAsWa_AkuMcana#noun#2#RM
inert_gas	akriya_gEsa#akriya_gEsa#noun#2#RM
inertia_force	jadZawva_bala#jadZawva_bala#noun#2#RM
inertia_value	jadZawva_mAna#jadZawva_mAna#noun#2#RM
inertial_guidance	jadZawvIya_nirxeSana#jadZawvIya_nirxeSana#noun#2#RM
inertial_system	jadZawvIya_praNAlI#jadZawvIya_praNAlI#noun#2#RM
inertialmeasurement_unit	jadZawvIya_mApana_ikAI#jadZawvIya_mApana_ikAI#noun#2#RM
inflight_calibration	udZAnamaXya_aMSAMkana#udZAnamaXya_aMSAMkana#noun#2#RM
inflight_firing	udZAnamaXya_xAga/udZAnamaXya_PAyariMga#udZAnamaXya_xAga/udZAnamaXya_PAyariMga#noun#2#RM
influence_coefficient	praBAva_guNAMka#praBAva_guNAMka#noun#2#RM
information_bit	sUcanA_bita#sUcanA_bita#noun#2#RM
information_processing	sUcanA_prakramaNa#sUcanA_prakramaNa#noun#2#RM
information_rate	sUcanA_xara#sUcanA_xara#noun#2#RM
information_retrieval	sUcanA_uxXaraNa#sUcanA_uxXaraNa#noun#2#RM
information_retrieval_system	sUcanA_uxXaraNa_waMwra#sUcanA_uxXaraNa_waMwra#noun#3#RM
information_science	sUcanA_vijFAna#sUcanA_vijFAna#noun#2#RM
information_set	sUcanA_samuccaya#sUcanA_samuccaya#noun#2#RM
information_speed	sUcanA_gawi#sUcanA_gawi#noun#2#RM
information_system	sUcanA_waMwra#sUcanA_waMwra#noun#2#RM
information_theorem	sUcanA_prameya#sUcanA_prameya#noun#2#RM
infra_orbital	avAkRi#avAkRi#noun#2#RM
infrared_absorption_coefficient	avarakwa_avaSoRaNa_guNAMka#avarakwa_avaSoRaNa_guNAMka#noun#3#RM
infrared_aerial_film	avarakwa_eriyala_PZilma#avarakwa_eriyala_PZilma#noun#3#RM
infrared_detector	avarakwa_saMsUcaka#avarakwa_saMsUcaka#noun#2#RM
infrared_photography	avarakwa_PZotogrAPZI#avarakwa_PZotogrAPZI#noun#2#RM
infrared_radiation	avarakwa_vikiraNa#avarakwa_vikiraNa#noun#2#RM
infrared_radiometer	avarakwa_vikiraNamApI#avarakwa_vikiraNamApI#noun#2#RM
infrared_sensitive_film	avarakwa_sugrAhI_PZilma#avarakwa_sugrAhI_PZilma#noun#3#RM
infrared_sensor	avarakwa_saMvexaka#avarakwa_saMvexaka#noun#2#RM
infrared_temperature_profile_radiometer	avarakwa_wApa_proPZAila_vikiraNamApI#avarakwa_wApa_proPZAila_vikiraNamApI#noun#4#RM
infrasonic_frequency	avaSravya_Avqwwi#avaSravya_Avqwwi#noun#2#RM
inhibit_current	saMxamana_XArA/niroXa_XArA#saMxamana_XArA/niroXa_XArA#noun#2#RM
inhibitor_burning_area	niroXI_xahana_kRewra#niroXI_xahana_kRewra#noun#3#RM
initial_deflection	prAraMBika_vikRepa#prAraMBika_vikRepa#noun#2#RM
initial_pressure	prAraMBika_xAba#prAraMBika_xAba#noun#2#RM
initial_stress	prAraMBika_prawibala#prAraMBika_prawibala#noun#2#RM
initial_value_problem	prAraMBika_mAna_samasyA#prAraMBika_mAna_samasyA#noun#3#RM
initiation_reaction	prAraMBana_aBikriyA#prAraMBana_aBikriyA#noun#2#RM
injection_blow_moulding	aMwa:kRepaNa_Xamana_saMcakana#aMwa:kRepaNa_Xamana_saMcakana#noun#3#RM
injection_mould	aMwa:kRepaNa_sAzcA#aMwa:kRepaNa_sAzcA#noun#2#RM
injection_moulding	aMwa:kRepaNa_saMcakana#aMwa:kRepaNa_saMcakana#noun#2#RM
injection_plexus	aMwa:kRepa_jAlaka#aMwa:kRepa_jAlaka#noun#2#RM
injection_pressure	aMwa:kRepaNa_xAba#aMwa:kRepaNa_xAba#noun#2#RM
injection_pump	aMwa:kRepaNa_paMpa#aMwa:kRepaNa_paMpa#noun#2#RM
injector_face	aMwa:kRepiwra_Palaka#aMwa:kRepiwra_Palaka#noun#2#RM
inlet_pressure	niveSikA_xAba#niveSikA_xAba#noun#2#RM
inline_system	paMkwibaMXa_praNAlI#paMkwibaMXa_praNAlI#noun#2#RM
inorganic_compound	akArbanika_yOgika#akArbanika_yOgika#noun#2#RM
inphase_bit	samakalA_aMSa/samakalA_xvayaMka#samakalA_aMSa/samakalA_xvayaMka#noun#2#RM
inphase_nonlinearity	samakalA_arEKikawA#samakalA_arEKikawA#noun#2#RM
inphase_quadrature_channel_(_i/q_)	samakalA_samakoNika_cEnala#samakalA_samakoNika_cEnala#noun#5#RM
inphase_quadrature_model	samakalA_cawurWAMSa_mAdala#samakalA_cawurWAMSa_mAdala#noun#3#RM
input_impedance	niveSa_prawibAXA#niveSa_prawibAXA#noun#2#RM
input_level	niveSa_swara#niveSa_swara#noun#2#RM
input_output_device	niveSa-nirgamana_yukwi#niveSa-nirgamana_yukwi#noun#3#RM
insat_(_indian_national_satellite_)	inseta_(BArawIya_rARtrIya_upagraha)#inseta_(BArawIya_rARtrIya_upagraha)#noun#5#RM
insect_infestation	kIta-praBAviwa#kIta-praBAviwa#noun#2#RM
insert_edit	niviRta_saMpAxana#niviRta_saMpAxana#noun#2#RM
insertion_gain	niveSana_labXi#niveSana_labXi#noun#2#RM
insertion_loss	niveSana_hAni#niveSana_hAni#noun#2#RM
instantaneous_amplitude	wAwkRaNika_AyAma#wAwkRaNika_AyAma#noun#2#RM
instantaneous_field_ofview_(_ifov_)	wAwkRaNika_xqRti_kRewra#wAwkRaNika_xqRti_kRewra#noun#5#RM
instantaneous_power	wAwkRaNika_Sakwi#wAwkRaNika_Sakwi#noun#2#RM
