usa_jagaha	vahAz/usa_jagaha
nipata	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAMwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/saMpUrNawaH/saMpUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa/akelA/akele/kevala/sirPZa/mAwra/KAlI/KZAlI/basa/nipata/mahajZa/sirPa/wanhA/wanahA/ekAkI/ekameva/ekaMga/ikelA
svecCayA	svecCApUrvaka/icCA_se/KZuSI_KZuSI/KZuSI_se/svecCayA/svecCawaH
anXaXunXa	aMXAXuMXa/bewahASA/anXAXunXa/aMXaXuMXa/anXaXunXa/utakkara
iwanA_hI	iwanA_hI/iwimAwra
kqwrima_rUpa_se	kqwrima_rUpa_se/kqwrimawA_se
xasa_gunA	xasagunA/xaSagunA/xasa_gunA/xaSa_gunA
animiRa	takatakI_se/ekataka/tukura_tukura/taka-taka/animeRa/animiRa/animiKa/anamiKa/ikataka
akAraNa	akAraNa/bemawalaba/niRkAraNa/kAraNahInawaH/animiwwa/akAraNa/prayojanahInawaH/Ese_hI/yUz_hI/kAraNahInawaH/bevajaha/uxxeSyahInawaH
edI	IsA_paScAw/I_pa/edI/IsA_paScAw
aBI_hI	aBI-aBI/aBI_aBI/aBI_hI/isI_vakwa/isI_kRaNa
eka_ora	eka_ora/eka_waraPa/eka_waraPZa/xarakinAra/xUra/alaga/eka_waraPZa/eka_ora/alahaxA
avvalana	pahale_pahala/praWamawaH/sarva_praWama/sarvapraWama/SurU_meM/pahale-pahala/avvalana/pahile_pahala/pahile_pahala
yahAz_para	iXara/isa_ora/yahAz_para/iwaH/iwa/iwE/iwWe
kuviXipUrvaka	viXihInawaH/kuviXipUrvaka/bewarIkZe
xUnA	xugunA/xUnA/xogunA/xuganA/xviguNa/xviguNiwa
AwaMkapUrvaka	AwaMkapUrvaka/sAwaMka
beSaka	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka
jAnabUJakara	jAna-bUJakara/jAnabUJakara/jAnabUJa_kara/amaxana/icCApUrvaka/mawipUrva/irAxawana
sAXAraNawaH	sAmAnyawaH/sAmAnyawayA/sAXAraNawaH/sAXAraNawayA/amUmana/umUmana
balapUrvaka	balapUrvaka/barabasa/jZabaraxaswI/jabaraxaswI/jZabarana/jabarana/barajZorI
warawIbavAra	kramaSaH/kramAnusAra/yaWAkrama/silasilevAra/bArI-bArI_se/kramavAra/warawIbavAra/ayugapaxa/alpaSaH
BarapUra	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAMwi/BalI_BAMwi/BalIBAMwi/sarvawoBAva/acCI_waraha
xaraparaxA	cupake_se/cupake-cupake/xaraparaxA
jalxa_se_jalxa	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
Pira_se	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
vilaMbapUrvaka	vilaMbawaH/aSIGrawaH/xerI_se/vilaMbapUrvaka/xera_meM
AxeSapUrvaka	AjFApUrvaka/AxeSapUrvaka/sAxeSa/AxeSa_se
xara-baxara	xara-xara/xara-baxara/xvAra-xvAra
binamAzge	binamAzge/bina_mAzge/anamAzge/ayAciwawaH
weja	kasakara/joraxAra/weja/wejZa/wIvra/wejZI_se/jZora_se/wejI_se/jora_se/wIvrawA_se
kahe_anusAra	kaWanAnusAra/kahanAnusAra/kahe_muwAbika/kahe_muwAbikZa/kahe_anusAra
kqpApUrvaka	xayApUrvaka/kqpA_kara_ke/kqpApUrvaka/xayA_se/barAe_meharabAnI/kqpayA/kqpApUrvaka/kqpA_pUrvaka/kqpA_karake/meharabAnI_karake
pUrva	AraMBa_meM/AraMBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
kZarIne_se	warIkZe_se/warIke_se/warawIba_se/kZarIne_se/karIne_se/vyavasWApUrvaka/vyavasWiwawaH/kZarInAvAra/karInAvAra
sAWa-sAWa	sAWa-sAWa/sAWa_hI/sAWa_hI_sAWa/sAWa/eka_sAWa/ikatTA/ikajora/ekawra/ikawra
kAraNawaH	kAraNavaSa/kAraNawaH
isa_sAla	aso/asoM/AsO/isa_varRa/isa_sAla
bagamela	bagamela/baga-mela
sahiwa	sahiwa/samewa
WodZA-WodZA	alpawaH/WodZA-WodZA/WodZA_WodZA/alpaSaH
waxanwara	wawapaScAwa/waxanaMwara/waxauparAMwa/waxoparAMwa/waxaMwara/waxananwara/waxuparAMwa/waxuparAnwa/waxoparAMwa/waxoparAnwa/waxanwara
aXikArahInawaH	anaXikAra/aXikArahInawaH
agupwawaH	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/daMke_kI_cota_para/sare_Ama/agupwawaH
wibArA	wibArA/webArA
alaga	xUra/xUrI_para/alaga/pare/xarakinAra/xUra/alaga/eka_waraPZa/eka_ora/alahaxA
ayugapaxa	kramaSaH/kramAnusAra/yaWAkrama/silasilevAra/bArI-bArI_se/kramavAra/warawIbavAra/ayugapaxa/alpaSaH
agawyA	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aMcakEM/agawyA/acaka/acAMcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/ucakA/Ocaka/BaviRya_meM/Age/BaviRya_kAla_meM/agawyA
xubArA	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
aswavyaswa	wiwara-biwara/aswa-vyaswa/Cinna-Binna/bewarawIba/aswavyaswa/_avyavasWiwa
samaJa-bUJakara	soca-vicArakara/samaJa-bUJakara/vicArapUrvaka/soca-samaJakara/soca_vicAra_kara/samaJa_bUJa_kara/soca_samaJa_kara/vicAriwawaH
pUrNawaH	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAMwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/saMpUrNawaH/saMpUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
bIcama_bIca	bIcobIca/bIcoMbIca/bIcoM-bIca/bIcama_bIca/bIcoM_bIca
cOgunA	cOgunA/cAra_gunA/cAragunA/cawurguNa
sAPa-sAPa	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPZa_sAPZa/spaRtawayA/sAPZa-sAPZa/sAPa-sAPa
anyaxA	anyexyu/anyaxA
aviwarkika	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka
CinaCina	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadZI/hara_GadZI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
ke_anxara	ke_aMxara/ke_anxara/ke_BIwara/meM
avalaMbiwa	jalxI/SIGra/SIGrawaH/avilaMbawaH/jalxa/acira/wUrNa/SiwAba/begi/avalaMbiwa/avalambiwa/jalxI_se/ASu/avilaMbiwa/avilambiwa
kqwrimawA_se	kqwrima_rUpa_se/kqwrimawA_se
BinasAre	BinasAre/Binasahare
ayAsa	anAyAsa/binA_pariSrama/aprayawnawaH/prayawnahInawaH/ayAsa
SIGra	jalxI/SIGra/SIGrawaH/avilaMbawaH/jalxa/acira/wUrNa/SiwAba/begi/avalaMbiwa/avalambiwa/jalxI_se/ASu/avilaMbiwa/avilambiwa
ihavAz	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
JUTa-mUTa	vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhakZa/nAhaka/PZajZUla/PajUla/PZijZUla/PijUla/anahaka/anAhaka
CahagunA	CahagunA/COgunA/CaHgunA
nissaMkoca	nisaMkoca/niHsaMkoca/nissaMkoca/beXadZaka/saMkocahInawaH/beJiJaka/beKataka/beKatake/behicaka
hara_jagaha	cAroM_ora/cAroM_waraPZa/cAroM_waraPa/cahuz_ora/sarvawra/saBI_waraPZa/cAroM_xiSAoM_meM/hara_jagaha/irxa-girxa
aXoraXa	Upara-nIce/aXoraXa/aXorXa/aXOrxXa
aBE	aBI/PZilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/saMprawi/samprawi/aBU/aBE
aBI	aBI/PZilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/saMprawi/samprawi/aBU/aBE
aBU	aBI/PZilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/saMprawi/samprawi/aBU/aBE
IsA_pUrva	IsApUrva/IsA_pUrva/IsavI_pUrva
pariNAmawaH	PalasvarUpa/pariNAma_svarUpa/pariNAmasvarUpa/pariNAmawaH/PalawaH/nawIjawana
yoM_hI	vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhakZa/nAhaka/PZajZUla/PajUla/PZijZUla/PijUla/anahaka/anAhaka/vyarWa/PZajUla/PijUla/PZijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
isI_vakwa	aBI-aBI/aBI_aBI/aBI_hI/isI_vakwa/isI_kRaNa
sAPZa_sAPZa	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPZa_sAPZa/spaRtawayA/sAPZa-sAPZa/sAPa-sAPa
AyaMxA	aba/Age/AinxA/AiMxA/AyaMxA/AyanxA
TuzsATuzsa	TasATasa/TuzsATuzsa/KacAKaca/TusATusa
muswExI_se	sPUrwipUrvaka/cuswI_se/PurwI_se/muswExI_se
niScayapUrvaka	saMkalpapUrvaka/irAxawana/irAxe_se/xqDZawApUrvaka/niScayapUrvaka
Agraha_se	AgrahapUrvaka/Agraha_se
XyAna_se	sAvaXAnIpUrvaka/XyAnapUrvaka/XyAna_se/sAvaXAnI_se/sAvaXAnawaH/samBAlakara/saMBAlakara
iwWaMmeva	isI_waraha/isI_prakAra/iwWaMmeva
saBI_waraPZa	cAroM_ora/cAroM_waraPZa/cAroM_waraPa/cahuz_ora/sarvawra/saBI_waraPZa/cAroM_xiSAoM_meM/hara_jagaha/irxa-girxa
eka_sAWa	sAWa-sAWa/sAWa_hI/sAWa_hI_sAWa/sAWa/eka_sAWa/ikatTA/ikajora/ekawra/ikawra
kZarIbakZarIba	aMxAjana/aMxAjZana/anxAjZana/anxAjana/lagaBaga/wakZarIbana/wakarIbana/kZarIba/karIba/karIbakarIba/karIbana/kZarIbakZarIba/kZarIbana/anumAnawaH/anakZarIba/anakarIba/waKZamInana/aMxAja_se/ukavAz
sAxara	sawkArapUrvaka/sAxara/sasammAna/Axara_sahiwa
anamAzge	binamAzge/bina_mAzge/anamAzge/ayAciwawaH
binA	binA/bagZEra/bagEra
kahanAnusAra	kaWanAnusAra/kahanAnusAra/kahe_muwAbika/kahe_muwAbikZa/kahe_anusAra
samprawi	aBI/PZilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/saMprawi/samprawi/aBU/aBE
Axi_meM	AraMBa_meM/AraMBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
jAna-bUJakara	jAna-bUJakara/jAnabUJakara/jAnabUJa_kara/amaxana/icCApUrvaka/mawipUrva/irAxawana
Jatapata	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
kiMkarwwavya-vimUDZa	hakkA-bakkA/BOMcakkA/kiMkarwavya-vimUDZa/kiMkarwwavya-vimUDZa/kiMkarwavyavimUDZa/kiMkarwwavyavimUDZa/hawabuxXi
eka_bAra_Pira	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
anasUyawaH	IrRyAhInawaH/anasUyawaH/xveRahInawaH
avicCinna	lagAwAra/anavarawa/niraMwara/niranwara/wAbadZawodZa/xanAxana/sawawa/XUAzXAra/anaMwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadZAXadZa/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAMwa/asarAra/aharaha/AsaMga/Asafga/ikawAra
pala-pala	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadZI/hara_GadZI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
roja	prawixina/haraxina/niwya/hararojZa/rojZa/niwa/roja/rojZAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha
xinarAwa	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
Gara-Gara	Gara-Gara/Gara_Gara
anacAhe	majabUrana/vivaSawaH/anacAhe/majZabUrana/vivaSa_hokara/cAranAcAra/aMwawogawvA/barabasa
wuraMwa	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
baDZA-caDZAkara	baDZA-caDZAkara/baDZAcaDZAkara
niyama_se	niyamiwawaH/niyama_se/niyamAnusAra/baxaswUra
PZijUla	vyarWa/PZajUla/PijUla/PZijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
IsApUrva	IsApUrva/IsA_pUrva/IsavI_pUrva
PUtaPUta_kara	PUta-PUtakara/PUtaPUta_kara
SurU_meM	pahale_pahala/praWamawaH/sarva_praWama/sarvapraWama/SurU_meM/pahale-pahala/avvalana/pahile_pahala/pahile_pahala/AraMBa_meM/AraMBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
yaWASakwi	yaWASakwi/Barasaka/yaWAsAXya/yaWAsaMBava/kRamawAnusAra/yaWAkRama
hawabuxXi	hakkA-bakkA/BOMcakkA/kiMkarwavya-vimUDZa/kiMkarwwavya-vimUDZa/kiMkarwavyavimUDZa/kiMkarwwavyavimUDZa/hawabuxXi
WodZA_sA	jarA/jZarA/jarA-sA/jZarA-sA/rawwiBara/WodZA/WodZA-sA/WodZA_sA/wanika/yawkiMciw/nAmamAwra/leSamAwra/raMcamAwra/WodZA_sA
wejZa	kasakara/joraxAra/weja/wejZa/wIvra/wejZI_se/jZora_se/wejI_se/jora_se/wIvrawA_se
sawagunA	sAwagunA/sawagunA
aXyakRara	akRaraSaH/SabxaSaH/aXyakRara
wanhA	akelA/akele/kevala/sirPZa/mAwra/KAlI/KZAlI/basa/nipata/mahajZa/sirPa/wanhA/wanahA/ekAkI/ekameva/ekaMga/ikelA
nisanxeha	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka
isalie	isalie/isIlie/awaeva/awaH/lihAjA/lihAjZA
ultA-paltA	ulatA-pulatA/ulatA_pulatA/ulatA-palatA/ultA-paltA/ultA-pultA/ultA_pultA
sAmane	sAmane/Age/samakRa/sammuKa/agre/anvakRa/aBimuKa/xarapeSa/Agala/AgalA/sIXe/sIXA/sAmane/sAmane
anupaxa	pICe-pICe/anupaxa/kaxama-ba_kaxama/bAxa/bAxa_meM/paScAw/uparAMwa/anaMwara/paScAwa/uparAnwa/ananwara/pICe/uwwara/aWa/anupaxa/anvakRa
niHsvArWa	nisvArWa/niHsvArWa
joroM_se	jZora-Sora_se/jora-Sora_se/jZoraSora_se/joraSora_se/jZoroM_se/joroM_se
jamakara	bahuwa/KZUba/KUba/badZA/jyAxA/jZyAxA/aXika/kAPZI/kAPI/kadZA/jamakara/datakara/awyaMwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKZwa/saKwa/jamakara/mahA/nihAyawa/cUdZAMwa/cUdZAnwa/aByaXika/Agara
banisbawa	apekRAkqwa/wulanA_meM/apekRayA/mukZAbale/mukAbale/banisbawa/se
viswArapUrvaka	viswArapUrvaka/viswAra_se
SAMwipUrvaka	SAMwipUrvaka/SAnwipUrvaka
jZoraSora_se	jZora-Sora_se/jora-Sora_se/jZoraSora_se/joraSora_se/jZoroM_se/joroM_se
KZuSI_se	svecCApUrvaka/icCA_se/KZuSI_KZuSI/KZuSI_se/svecCayA/svecCawaH/prasannawApUrvaka/KZuSI_KZuSI/KuSI_KuSI/KZuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
sabere	sabere/savere/subaha/wadZake/subaha-subaha/subaha_savere/jalxI/savere/sabere
nimeRa-mAwra	palaBara/pala-Bara/nimiRa-mAwra/nimeRa-mAwra
tanAtana	acCA/baDZiyA/acCI_waraha/acCI_waraha_se/tanAtana
wInagunA	wigunA/wInagunA/wIna_gunA
vAkaI	vAkaI/vAkZaI/vAswava_meM/hakIkawana/hakZIkZawana/xaraasala/asala_meM/sacamuca/saccI-muccI/saccI_muccI/sawyawaH/vaswuwaH
niSivAsara	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
ASu	jalxI/SIGra/SIGrawaH/avilaMbawaH/jalxa/acira/wUrNa/SiwAba/begi/avalaMbiwa/avalambiwa/jalxI_se/ASu/avilaMbiwa/avilambiwa
sarva_praWama	pahale_pahala/praWamawaH/sarva_praWama/sarvapraWama/SurU_meM/pahale-pahala/avvalana/pahile_pahala/pahile_pahala
aXikawara	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
hakkA-bakkA	hakkA-bakkA/BOMcakkA/kiMkarwavya-vimUDZa/kiMkarwwavya-vimUDZa/kiMkarwavyavimUDZa/kiMkarwwavyavimUDZa/hawabuxXi
acCI_waraha	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAMwi/BalI_BAMwi/BalIBAMwi/sarvawoBAva/acCI_waraha/acCI_waraha/acCI_waraha_se/acCI_waraha/acCI_waraha_se/acCA/baDZiyA/acCI_waraha/acCI_waraha_se/tanAtana/TIka/TIka_se/acCI_waraha/acCI_waraha_se/acCI_waraha/acCI_waraha_se
anerA	vyarWa/PZajUla/PijUla/PZijUla/anerA/yoM_hI/vqWA/apArWa/bAxa-havAI/bAxahavAI/ahewu/ahewuka/aviraWA
warIkZe_se	yukwipUrvaka/upAyawaH/upAya_se/jugawa_lagAkara/warakIba_se/warIkZe_se/warIkZe_se/warIke_se/warawIba_se/kZarIne_se/karIne_se/vyavasWApUrvaka/vyavasWiwawaH/kZarInAvAra/karInAvAra/viXipUrvaka/kZAyaxe_se/DaMga_se/warIkZe_se/bawOra/bAkZAyaxA/viXivaw/viXivawa
iha	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
Upara-nIce	Upara-nIce/aXoraXa/aXorXa/aXOrxXa
haswacAlana_xvArA	hAWa_se/hAWa_xvArA/haswacAliwa_DaMga_se/haswacAlana_xvArA
sawawa	lagAwAra/anavarawa/niraMwara/niranwara/wAbadZawodZa/xanAxana/sawawa/XUAzXAra/anaMwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadZAXadZa/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAMwa/asarAra/aharaha/AsaMga/Asafga/ikawAra
PalawaH	PalasvarUpa/pariNAma_svarUpa/pariNAmasvarUpa/pariNAmawaH/PalawaH/nawIjawana
jEse_wEse	kaTinAI_se/jEse_wEse/muSkila_se/bamuSkila/kaTinawaH/nITi
akasara	prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
sahajawaH	AsAnI_se/sahajawA_se/saralawA_se/Kela_Kela_meM/sahajawaH/anEse
xinabaxina	xina-prawixina/xina-xina/xina-para-xina/xina-baxina/xina-ba_xina/xinaprawixina/xinaxina/xinabaxina/xinoM-xina/xinoMxina
viswAra_se	viswArapUrvaka/viswAra_se
anyexyu	anyexyu/anyaxA
icCAnusAra	icCAnusAra/icCAnukula/yaWecCa/yaWABIRta/yaWAvAMCiwa
mAPika	anusAra/mAPika/muwAbika/anukUla/muAPZikZa/muAPika/muwAbikZa/aprawIRa
nirbAXa	nirbAXa/bAXArahiwa/akaMtaka
hAjZira	peSa/hAjZira/hAjira
pala_pala	prawikRaNa/pala_pala/pala-pala/prawipala/hara_kRaNa/kRaNa-kRaNa/haraGadZI/hara_GadZI/prawi_kRaNa/kRaNakRaNa/anukRaNa/CinaCina/Cina-Cina/AKana
kZAnUnana	kZAnUnana/kAnUnana/viXAnawaH
cAroM_waraPa	cAroM_ora/cAroM_waraPZa/cAroM_waraPa/cahuz_ora/sarvawra/saBI_waraPZa/cAroM_xiSAoM_meM/hara_jagaha/irxa-girxa
aprasannawApUrvaka	aprasannawApUrvaka/nArAjZagIpUrvaka/nAKZuSI_se/nArAjagIpUrvaka/nAKuSI_se
bIcoM-bIca	bIcobIca/bIcoMbIca/bIcoM-bIca/bIcama_bIca/bIcoM_bIca
anamiKa	takatakI_se/ekataka/tukura_tukura/taka-taka/animeRa/animiRa/animiKa/anamiKa/ikataka
nirxayawApUrvaka	nirxayawApUrvaka/nirxayawA_se/berahamI_se/bexarxI_se/krUrawApUrvaka/barbarawApUrvaka/kaTorawA_se/kadZAI_se
maxxenajara	maxxenajZara/maxxenajara
akRaraSaH	akRaraSaH/SabxaSaH/aXyakRara
kiMkarwavyavimUDZa	hakkA-bakkA/BOMcakkA/kiMkarwavya-vimUDZa/kiMkarwwavya-vimUDZa/kiMkarwavyavimUDZa/kiMkarwwavyavimUDZa/hawabuxXi
xEvavaSa	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aMcakEM/agawyA/acaka/acAMcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/ucakA/Ocaka
vargAkAra_meM	cOkora_meM/vargAkAra_meM
SuruAwa_meM	AraMBa_meM/AraMBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
muwAbikZa	anusAra/mAPika/muwAbika/anukUla/muAPZikZa/muAPika/muwAbikZa/aprawIRa
Axawana	svaBAvawaH/Axawana
cOkora_meM	cOkora_meM/vargAkAra_meM
palaBara	palaBara/pala-Bara/nimiRa-mAwra/nimeRa-mAwra
savismaya	AScaryapUrvaka/savismaya/sAScarya
TIka_se	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKZEra/baKEra/baKZErIya/baKErIyawa/surakRiwawaH/TIka/TIka_se/acCI_waraha/acCI_waraha_se
Pira	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
Kullama-KullA	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/daMke_kI_cota_para/sare_Ama/agupwawaH
kaBI_BI	kaBI_BI
anyawaH	anyawaH/anyawaH
Age-pICe	AgepICe/Age_pICe/Age-pICe/pUrvApara
petaBara	Barapeta/petaBara
AgrahapUrvaka	AgrahapUrvaka/Agraha_se
isI_bIca	iwane_meM/isa_bIca/isI_bIca/isa_xOrAna/isa_xaramyAna
icCApUrvaka	jAna-bUJakara/jAnabUJakara/jAnabUJa_kara/amaxana/icCApUrvaka/mawipUrva/irAxawana
SIGrawaH	jalxI/SIGra/SIGrawaH/avilaMbawaH/jalxa/acira/wUrNa/SiwAba/begi/avalaMbiwa/avalambiwa/jalxI_se/ASu/avilaMbiwa/avilambiwa
pACe	pICe/paScawaH/pACe/pqRTawaH/arvAka
harRapUrvaka	prasannawApUrvaka/KZuSI_KZuSI/KuSI_KuSI/KZuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
prAyaH	aXikawaH/aXikAMSawaH/prAyaH/aXikAMSawayA/prAyaH/akasara/aksara/aXikawara/aXikAMSawaH/jyAxAwara/bahuXA/AmawOra_para/AmawOra_se/aXikAMSawayA/prAyaSaH/anekaXA
ikataka	takatakI_se/ekataka/tukura_tukura/taka-taka/animeRa/animiRa/animiKa/anamiKa/ikataka
amaxana	jAna-bUJakara/jAnabUJakara/jAnabUJa_kara/amaxana/icCApUrvaka/mawipUrva/irAxawana
Asawe	XIre/XIme/hOle/Ahiswe/AhiswA/Ahiswe_se/AhiswA_se/Asawe/Aswe
